Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
S0125,Success,4h 45m 50s,15,,11914.0,0.2473,0.18,Jul 21 02:10,Jul 21 06:56,,327.66,6.08,,,,143.95,0.64,8.24
S0127,Success,6h 6m 19s,21,,11827.0,0.2092,0.18,Jul 21 02:09,Jul 21 08:16,,327.66,7.8,,,,89.33,0.75,8.24
S0126,Success,6h 57m 57s,21,,12885.0,0.1828,1.87,Jul 21 02:10,Jul 21 09:08,,327.66,17.12,,,,86.59,1.39,8.72
S0116,Success,7h 29m 44s,24,,26012.0,0.3589,1.54,Jul 21 02:10,Jul 21 09:40,,327.66,20.35,,,,134.14,1.6,8.72
S0120,Success,5h 49m 33s,18,,13490.0,0.2555,0.07,Jul 21 02:10,Jul 21 07:59,,327.66,5.84,,,,46.98,0.45,8.24
S0119,Success,6h 21m 46s,21,,15188.0,0.281,0.18,Jul 21 02:11,Jul 21 08:33,,327.66,5.57,,,,87.35,0.43,8.24
S0113,Success,6h 15m 0s,21,,18697.0,0.3184,0.11,Jul 21 02:11,Jul 21 08:26,,327.66,6.28,,,,202.52,0.34,8.24
S0118,Success,8h 34m 29s,27,,22199.0,0.2934,2.46,Jul 21 02:15,Jul 21 10:50,,327.66,14.13,,,,90.5,0.58,11.55
S0128,Success,8h 35m 5s,27,,17669.0,0.3093,0.11,Jul 21 02:13,Jul 21 10:48,,327.66,7.14,,,,42.01,0.4,8.24
S0121,Success,8h 42m 33s,27,,80692.0,1.14,1.18,Jul 21 02:15,Jul 21 10:57,,327.66,10.97,,,,226.93,0.62,8.24
S0124,Success,7h 29m 11s,24,,23435.0,0.3513,0.13,Jul 21 02:14,Jul 21 09:43,,327.66,5.83,,,,140.6,0.38,8.24
S0123,Success,8h 32m 34s,27,,73972.0,0.9752,2.58,Jul 21 02:16,Jul 21 10:48,,327.66,14.13,,,,188.02,0.58,11.55
S0122,Success,9h 15m 23s,30,,50076.0,0.6606,2.41,Jul 21 02:17,Jul 21 11:32,,327.66,14.13,,,,176.2,0.58,11.55
S0117,Success,6h 48m 7s,21,,17745.0,0.291,0.11,Jul 21 02:12,Jul 21 09:00,,327.66,5.7,,,,138.78,0.35,8.24
S0134,Success,5h 29m 20s,18,,12268.0,0.2402,0.18,Jul 21 02:29,Jul 21 07:59,,327.66,7.94,,,,128.92,0.45,8.24
S0133,Success,6h 39m 24s,21,,19087.0,0.3296,0.31,Jul 21 02:30,Jul 21 09:09,,327.66,9.38,,,,147.12,0.65,8.24
S0135,Success,7h 7m 6s,24,,12147.0,0.2046,0.22,Jul 21 02:30,Jul 21 09:37,,327.66,9.29,,,,65.35,0.91,8.24
S0131,Success,11h 32m 3s,36,,124878.0,1.639,2.83,Jul 21 02:18,Jul 21 13:50,,327.66,15.41,,,,206.51,0.58,11.55
S0130,Success,11h 17m 2s,36,,135529.0,1.675,4.95,Jul 21 02:17,Jul 21 13:34,,327.66,20.6,,,,204.41,1.15,8.72
S0132,Success,10h 22m 59s,33,,31430.0,0.4086,0.2,Jul 21 02:16,Jul 21 12:39,,327.66,9.01,,,,161.02,0.53,8.24
S0138,Success,10h 8m 16s,33,,46402.0,0.6215,4.18,Jul 21 02:33,Jul 21 12:42,,327.66,23.61,,,,226.56,1.0,9.79
S0139,Success,6h 25m 55s,21,,16599.0,0.2837,4.18,Jul 21 02:30,Jul 21 08:56,,327.66,15.79,,,,212.57,0.9,8.24
S0136,Success,7h 40m 51s,24,,17690.0,0.2674,0.12,Jul 21 02:34,Jul 21 10:15,,327.66,7.55,,,,42.24,0.38,8.24
S0141,Success,10h 34m 32s,33,,17288.0,0.3036,0.18,Jul 21 02:32,Jul 21 13:07,,327.66,5.91,,,,153.57,0.36,8.24
S0143,Success,8h 36m 25s,27,,12573.0,0.2181,0.38,Jul 21 02:30,Jul 21 11:06,,327.66,10.53,,,,90.7,0.55,8.24
S0142,Success,10h 49m 40s,33,,16314.0,0.2109,1.43,Jul 21 02:31,Jul 21 13:21,,327.66,20.45,,,,88.94,1.28,8.58
S0137,Success,10h 2m 27s,33,,23975.0,0.3156,2.3,Jul 21 02:36,Jul 21 12:39,,327.66,14.13,,,,246.97,0.58,11.55
S0144,Success,12h 28m 14s,39,,20268.0,0.3066,0.1,Jul 21 02:35,Jul 21 15:03,,327.66,6.0,,,,39.43,0.37,8.24
S0149,Success,7h 6m 38s,24,,12985.0,0.2052,2.93,Jul 21 02:30,Jul 21 09:37,,327.66,19.88,,,,144.88,1.15,10.72
S0146,Success,10h 27m 51s,33,,21769.0,0.2883,5.52,Jul 21 02:35,Jul 21 13:03,,327.66,19.8,,,,205.7,0.74,11.65
S0156,Success,4h 14m 28s,15,,7750.0,0.1546,2.08,Jul 21 02:37,Jul 21 06:52,,327.66,13.59,,,,159.79,1.43,14.24
S0155,Success,6h 34m 46s,21,,12803.0,0.2222,1.46,Jul 21 02:38,Jul 21 09:13,,327.66,10.68,,,,211.14,0.49,12.66
S0153,Success,7h 28m 22s,24,,15015.0,0.2595,4.34,Jul 21 02:38,Jul 21 10:07,,327.66,19.06,,,,220.94,0.63,16.11
S0151,Success,4h 11m 20s,15,,8539.0,0.1869,0.46,Jul 21 02:29,Jul 21 06:41,,327.66,6.3,,,,109.0,0.63,8.24
S0150,Success,8h 49m 51s,27,,16835.0,0.2104,1.77,Jul 21 02:32,Jul 21 11:22,,327.66,19.23,,,,77.87,1.25,8.93
S0140,Success,11h 36m 48s,36,,27373.0,0.2927,2.74,Jul 21 02:36,Jul 21 14:12,,327.66,23.24,,,,119.06,1.51,11.04
S0152,Success,8h 10m 44s,27,,17562.0,0.2661,0.2,Jul 21 02:34,Jul 21 10:44,,327.66,8.32,,,,47.71,0.4,8.24
S0148,Success,11h 55m 31s,36,,25201.0,0.3265,2.36,Jul 21 02:38,Jul 21 14:33,,327.66,15.64,,,,124.41,0.58,11.55
S0157,Success,6h 55m 15s,21,,11915.0,0.169,2.36,Jul 21 02:38,Jul 21 09:33,,327.66,21.61,,,,107.86,1.93,11.42
S0145,Success,9h 49m 5s,30,,19735.0,0.2726,6.38,Jul 21 02:33,Jul 21 12:23,,327.66,21.34,,,,262.76,0.75,15.09
S0147,Success,10h 16m 11s,33,,21003.0,0.2646,4.56,Jul 21 02:35,Jul 21 12:51,,327.66,12.71,,,,186.26,0.54,8.48
S0159,Success,6h 34m 54s,21,,12122.0,0.1938,1.06,Jul 21 02:38,Jul 21 09:13,,327.66,8.27,,,,93.9,0.66,9.35
S0158,Success,7h 16m 57s,24,,16001.0,0.2703,1.59,Jul 21 02:40,Jul 21 09:57,,327.66,7.13,,,,113.05,0.47,8.24
S0114,Success,6h 57m 7s,21,,20148.0,0.3456,0.16,Jul 21 02:11,Jul 21 09:08,,327.66,8.02,,,,186.8,0.59,8.24
S0161,Success,11h 1m 47s,36,,24718.0,0.3594,2.82,Jul 21 02:34,Jul 21 13:36,,327.66,8.67,,,,167.25,0.42,8.24
S0165,Success,3h 30m 18s,12,,7888.0,0.1679,1.01,Jul 22 18:33,Jul 22 22:04,,327.66,9.19,7.69,570446400.0,227988.78,165.4,0.8,8.24
S0162,Success,11h 25m 10s,36,,24562.0,0.3098,3.31,Jul 21 02:34,Jul 21 13:59,,327.66,12.05,,,,167.25,0.39,8.32
S0160,Success,10h 31m 45s,33,,23898.0,0.3841,3.87,Jul 21 02:34,Jul 21 13:06,,327.66,6.95,,,,167.25,0.4,8.24
S0129,Success,8h 31m 57s,27,,24631.0,0.4045,4.52,Jul 21 02:12,Jul 21 10:44,,327.66,9.38,,,,216.7,0.51,8.24
S0164,Success,7h 49m 26s,24,,14095.0,0.184,2.03,Jul 22 18:35,Jul 23 02:24,,327.66,19.54,10.32,661226304.0,269976.56,132.1,1.66,11.0
S0167,Success,7h 9m 51s,24,,16898.0,0.2681,0.33,Jul 22 18:36,Jul 23 01:46,,327.66,8.65,6.38,584750720.0,206834.75,81.11,0.69,8.24
S0175,Success,4h 2m 7s,15,,8091.0,0.1725,0.12,Jul 22 18:33,Jul 22 22:35,,327.66,8.03,6.75,561351744.0,146776.08,112.75,0.5,8.24
S0176,Success,4h 25m 0s,15,,9174.0,0.1801,0.12,Jul 22 18:33,Jul 22 22:58,,327.66,10.26,6.82,564109568.0,157432.78,38.91,0.66,8.24
S0115,Success,9h 45m 12s,30,,32946.0,0.4353,2.57,Jul 21 02:19,Jul 21 12:04,,327.66,14.13,,,,197.77,0.58,11.55
S0168,Success,4h 51m 27s,15,,9968.0,0.2126,0.11,Jul 22 18:35,Jul 22 23:26,,327.66,7.93,5.79,558536448.0,138176.33,48.36,0.44,8.24
S0166,Success,6h 27m 42s,21,,17026.0,0.279,0.1,Jul 22 18:35,Jul 23 01:03,,327.66,6.51,5.98,559186944.0,146763.61,119.25,0.43,8.24
S0169,Success,6h 56m 29s,21,,15649.0,0.2681,0.22,Jul 22 18:36,Jul 23 01:32,,327.66,8.0,6.6,574636032.0,204266.12,229.73,0.39,8.24
S0163,Success,9h 40m 31s,30,,22764.0,0.2674,2.13,Jul 22 18:40,Jul 23 04:21,,327.66,13.51,11.49,648578304.0,224688.97,136.75,0.98,9.9
S0172,Success,9h 10m 11s,30,,17739.0,0.2492,1.99,Jul 22 18:36,Jul 23 03:46,,327.66,12.43,8.57,638117056.0,289632.16,127.28,1.16,8.76
S0179,Success,5h 21m 20s,18,,13127.0,0.2441,0.19,Jul 22 18:34,Jul 22 23:55,,327.66,5.87,6.28,565315840.0,200478.77,99.51,0.41,8.24
S0170,Success,11h 7m 26s,36,,20085.0,0.2771,0.15,Jul 22 18:39,Jul 23 05:46,,327.66,7.95,6.91,563373632.0,174112.86,217.88,0.32,8.24
S0174,Success,7h 29m 20s,24,,15507.0,0.2326,0.22,Jul 22 18:35,Jul 23 02:04,,327.66,8.11,7.3,565527616.0,206189.3,124.67,0.52,8.24
S0183,Success,4h 11m 46s,15,,9333.0,0.1946,0.12,Jul 22 18:34,Jul 22 22:45,,327.66,8.32,5.85,564247488.0,174911.97,73.89,0.72,8.24
S0154,Success,11h 18m 6s,36,,24813.0,0.3186,3.87,Jul 21 02:44,Jul 21 14:02,,327.66,14.89,,,,199.12,0.79,13.43
S0173,Success,9h 37m 59s,30,,21034.0,0.2789,2.45,Jul 22 18:40,Jul 23 04:18,,327.66,14.13,9.8,596553088.0,195746.81,112.75,0.58,11.55
S0180,Success,5h 7m 3s,18,,10997.0,0.1845,2.21,Jul 22 18:34,Jul 22 23:41,,327.66,12.43,8.8,594703104.0,225999.5,117.64,0.93,8.24
S0181,Success,8h 46m 46s,27,,16815.0,0.2501,0.18,Jul 22 18:36,Jul 23 03:23,,327.66,9.35,7.75,583089024.0,209559.02,99.97,0.72,8.24
S0171,Success,8h 23m 8s,27,,18390.0,0.2414,1.9,Jul 22 18:37,Jul 23 03:00,,327.66,12.97,9.54,620509056.0,250347.67,137.39,0.82,8.92
S0178,Success,12h 23m 14s,39,,20650.0,0.2746,2.36,Jul 22 18:42,Jul 23 07:05,,327.66,14.13,10.12,596595328.0,201956.27,148.69,0.58,11.55
S0189,Success,5h 40m 18s,18,,9845.0,0.1801,0.21,Jul 22 18:36,Jul 23 00:16,,327.66,9.26,7.86,570953664.0,272763.59,65.84,0.67,8.24
S0177,Success,13h 16m 26s,42,,20543.0,0.2954,1.02,Jul 22 18:40,Jul 23 07:57,,327.66,9.82,8.22,594427712.0,244560.52,213.1,0.47,8.24
S0186,Success,7h 18m 4s,24,,16105.0,0.261,0.41,Jul 22 18:36,Jul 23 01:54,,327.66,9.5,6.62,599055232.0,261318.08,122.05,0.69,8.24
S0182,Success,10h 13m 1s,33,,17051.0,0.2043,1.29,Jul 22 18:38,Jul 23 04:51,,327.66,15.85,8.97,621360704.0,293592.06,73.05,1.27,8.24
S0421,Success,5h 1m 12s,18,,10116.0,0.2069,0.16,Jul 22 18:35,Jul 22 23:37,,327.66,7.11,6.08,563273216.0,153648.2,112.82,0.56,8.24
S0190,Success,5h 53m 18s,18,,13618.0,0.2176,0.19,Jul 22 18:34,Jul 23 00:27,,327.66,9.64,8.0,579502144.0,220792.36,64.23,0.73,8.24
S0191,Success,4h 30m 23s,15,,9845.0,0.1826,0.18,Jul 22 18:35,Jul 22 23:05,,327.66,11.0,7.08,579665344.0,201803.17,47.1,0.85,8.24
S0184,Success,8h 17m 10s,27,,20183.0,0.2928,1.01,Jul 22 18:38,Jul 23 02:55,,327.66,6.34,6.79,580197376.0,164063.36,35.25,0.33,8.24
S0185,Success,9h 37m 40s,30,,20733.0,0.2753,2.63,Jul 22 18:41,Jul 23 04:18,,327.66,14.13,9.97,597547264.0,197864.08,122.93,0.58,11.55
S0422,Success,7h 10m 19s,24,,13692.0,0.2605,0.14,Jul 22 18:34,Jul 23 01:44,,327.66,5.76,6.89,564532160.0,154860.95,77.75,0.34,8.24
S0418,Success,7h 1m 28s,24,,14806.0,0.2668,0.12,Jul 22 18:35,Jul 23 01:37,,327.66,5.69,5.68,565622016.0,151212.61,88.1,0.32,8.24
S0425,Success,5h 25m 36s,18,,12812.0,0.2185,0.17,Jul 22 18:34,Jul 23 00:00,,327.66,6.24,8.62,577486144.0,186926.16,135.4,0.42,8.24
S0187,Success,6h 40m 13s,21,,16302.0,0.2808,0.2,Jul 22 18:35,Jul 23 01:16,,327.66,7.04,5.76,557806720.0,145078.98,47.0,0.33,8.24
S0420,Success,6h 28m 7s,21,,15114.0,0.2792,0.14,Jul 22 18:36,Jul 23 01:04,,327.66,5.83,5.4,567240704.0,166767.12,110.82,0.45,8.24
S0419,Success,9h 12m 56s,30,,24131.0,0.297,0.77,Jul 22 18:41,Jul 23 03:53,,327.66,15.09,8.08,608541120.0,280871.41,110.45,1.25,8.24
S0188,Success,8h 39m 46s,27,,20637.0,0.2743,2.33,Jul 22 18:41,Jul 23 03:21,,327.66,14.13,10.16,596967232.0,203051.48,82.41,0.58,11.55
S0417,Success,9h 35m 47s,30,,20978.0,0.2781,2.19,Jul 22 18:41,Jul 23 04:17,,327.66,14.13,11.55,596198144.0,219279.0,79.01,0.58,11.55
S0426,Success,9h 2m 4s,30,,22080.0,0.3385,0.09,Jul 22 18:39,Jul 23 03:41,,327.66,7.2,5.45,557796224.0,140143.75,129.23,0.4,8.24
S0429,Success,5h 14m 42s,18,,11877.0,0.2174,0.17,Jul 22 18:34,Jul 22 23:48,,327.66,7.07,6.19,566730176.0,148047.64,90.47,0.71,8.24
S0430,Success,7h 25m 46s,24,,17656.0,0.2876,0.11,Jul 22 18:38,Jul 23 02:03,,327.66,5.65,5.99,571711488.0,166817.25,50.75,0.32,8.24
S0428,Success,6h 15m 45s,21,,13816.0,0.2241,0.13,Jul 22 18:33,Jul 23 00:49,,327.66,7.94,6.79,573451200.0,164200.03,72.77,0.42,8.24
S0423,Success,8h 25m 10s,27,,20903.0,0.2774,2.31,Jul 22 18:42,Jul 23 03:07,,327.66,14.13,11.54,596298240.0,218442.12,44.77,0.58,11.55
S0435,Success,6h 10m 20s,21,,14232.0,0.2063,1.5,Jul 22 18:33,Jul 23 00:44,,327.66,15.57,9.67,605082944.0,295867.12,106.61,1.24,9.04
S0431,Success,7h 51m 55s,24,,25285.0,0.3841,0.18,Jul 22 18:37,Jul 23 02:29,,327.66,8.78,7.31,576349056.0,193295.5,185.79,0.59,8.24
S0192,Success,7h 39m 28s,24,,20138.0,0.2798,0.13,Jul 22 18:39,Jul 23 02:18,,327.66,8.8,6.84,558511360.0,163631.39,23.0,0.41,8.24
S0437,Success,4h 32m 17s,15,,9585.0,0.1801,0.17,Jul 22 18:34,Jul 22 23:07,,327.66,6.06,7.02,572708864.0,173930.19,86.9,0.4,8.24
S0427,Success,9h 59m 51s,30,,23550.0,0.3098,2.3,Jul 22 18:41,Jul 23 04:40,,327.66,14.13,10.34,601506240.0,215096.78,107.54,0.58,11.55
S0424,Success,8h 29m 2s,27,,21692.0,0.2874,2.44,Jul 22 18:41,Jul 23 03:10,,327.66,14.13,10.27,596163008.0,218838.3,122.51,0.58,11.55
S0443,Success,5h 23m 18s,18,,9508.0,0.184,0.27,Jul 22 18:34,Jul 22 23:57,,327.66,9.62,8.16,578858304.0,242761.16,108.42,0.7,8.24
S0439,Success,9h 36m 35s,30,,133613.0,1.796,4.33,Jul 22 18:39,Jul 23 04:16,,327.66,19.93,8.43,593921920.0,260636.3,221.96,0.73,8.24
S0433,Success,5h 26m 6s,18,,16121.0,0.3214,0.13,Jul 22 18:34,Jul 23 00:00,,327.66,5.76,5.91,573853568.0,186187.44,194.3,0.39,8.24
S0436,Success,7h 21m 29s,24,,17484.0,0.249,0.16,Jul 22 18:36,Jul 23 01:58,,327.66,9.71,6.94,570370816.0,170891.39,90.32,0.55,8.24
S0440,Success,8h 30m 11s,27,,19570.0,0.322,2.53,Jul 22 18:35,Jul 23 03:05,,327.66,7.42,6.85,565398464.0,153302.97,164.53,0.38,8.24
S0438,Success,7h 55m 6s,24,,72787.0,1.139,6.4,Jul 22 18:38,Jul 23 02:33,,327.66,11.38,9.21,567947776.0,239752.94,254.87,0.56,8.24
S0432,Success,8h 57m 27s,27,,30831.0,0.4253,0.2,Jul 22 18:40,Jul 23 03:37,,327.66,9.55,7.82,570313856.0,188331.48,201.67,0.45,8.24
S0434,Success,9h 17m 33s,30,,22285.0,0.2953,2.17,Jul 22 18:40,Jul 23 03:57,,327.66,14.13,11.57,596146112.0,218465.89,158.4,0.58,11.55
S0442,Success,10h 56m 35s,33,,19855.0,0.2334,1.42,Jul 22 18:38,Jul 23 05:34,,327.66,22.02,8.91,651539392.0,336953.66,96.13,1.61,8.29
S0444,Success,8h 29m 25s,27,,16904.0,0.2647,0.19,Jul 22 18:35,Jul 23 03:05,,327.66,7.9,6.94,563735552.0,166151.72,79.04,0.4,8.24
S0441,Success,11h 54m 53s,36,,39402.0,0.52,2.39,Jul 22 18:42,Jul 23 06:37,,327.66,14.13,11.49,599563648.0,218091.27,125.45,0.58,11.55
S0451,Success,7h 0m 30s,24,,17037.0,0.2611,0.23,Jul 22 18:37,Jul 23 01:38,,327.66,7.65,6.58,567715520.0,166046.27,71.23,0.53,8.24
S0447,Success,7h 36m 55s,24,,19390.0,0.2883,3.7,Jul 22 18:34,Jul 23 02:11,,327.66,20.18,11.88,621120896.0,331987.91,152.44,1.14,11.67
S0445,Success,8h 38m 7s,27,,32490.0,0.4042,4.79,Jul 22 18:37,Jul 23 03:15,,327.66,21.75,10.86,631904768.0,347419.25,218.3,0.98,9.98
S0449,Success,8h 43m 59s,27,,17804.0,0.2216,2.02,Jul 22 18:36,Jul 23 03:20,,327.66,21.02,8.85,646373504.0,329213.25,89.2,1.51,8.63
S0448,Success,8h 54m 10s,27,,20109.0,0.3155,0.44,Jul 22 18:40,Jul 23 03:34,,327.66,10.45,7.37,570219520.0,197885.88,157.48,0.36,8.24
S0446,Success,12h 3m 50s,39,,88012.0,1.134,3.67,Jul 22 18:41,Jul 23 06:45,,327.66,18.02,10.69,654555072.0,203204.45,205.17,0.58,11.55
S0450,Success,7h 53m 54s,24,,17015.0,0.2687,0.33,Jul 22 18:36,Jul 23 02:30,,327.66,9.43,7.13,572382336.0,217057.05,108.27,0.49,8.24
S0456,Success,7h 17m 11s,24,,15586.0,0.2127,1.94,Jul 22 18:36,Jul 23 01:53,,327.66,19.29,9.3,646006592.0,321361.34,87.4,1.41,10.06
S0455,Success,5h 33m 49s,18,,11064.0,0.2002,2.53,Jul 22 18:33,Jul 23 00:07,,327.66,9.55,9.09,607014976.0,259926.22,154.12,0.81,9.95
S0457,Success,6h 30m 38s,21,,13306.0,0.2386,0.32,Jul 22 18:34,Jul 23 01:04,,327.66,6.37,6.28,578910976.0,145104.62,103.8,0.54,8.24
S0464,Success,4h 29m 56s,15,,10878.0,0.2034,1.98,Jul 22 18:33,Jul 22 23:03,,327.66,9.59,8.12,582455232.0,245411.52,106.73,0.69,8.24
S0452,Success,8h 28m 22s,27,,24602.0,0.3728,5.28,Jul 22 18:39,Jul 23 03:07,,327.66,17.81,10.06,580775104.0,229358.31,252.53,0.45,15.91
S0453,Success,9h 30m 57s,30,,21934.0,0.2963,3.7,Jul 22 18:40,Jul 23 04:11,,327.66,14.55,10.54,612257088.0,216243.48,167.25,0.58,11.55
S0454,Success,9h 35m 18s,30,,29355.0,0.3257,4.17,Jul 22 18:39,Jul 23 04:14,,327.66,25.4,10.92,711533248.0,294525.78,125.4,1.94,14.42
S0459,Success,8h 34m 36s,27,,18252.0,0.2701,2.37,Jul 22 18:35,Jul 23 03:10,,327.66,11.09,9.7,586782912.0,316456.69,244.19,0.48,9.04
S0458,Success,8h 53m 39s,27,,20283.0,0.2898,0.16,Jul 22 18:39,Jul 23 03:33,,327.66,6.49,6.56,575247744.0,144852.25,61.43,0.49,8.24
S0463,Success,5h 52m 28s,18,,13176.0,0.1852,2.36,Jul 22 18:34,Jul 23 00:27,,327.66,19.11,10.11,647402624.0,255657.53,95.27,1.64,11.11
S0468,Success,6h 27m 24s,21,,16917.0,0.2622,0.15,Jul 22 18:36,Jul 23 01:03,,327.66,7.41,7.13,566049152.0,168416.5,209.54,0.25,8.24
S0460,Success,7h 58m 56s,24,,17649.0,0.277,0.38,Jul 22 18:37,Jul 23 02:36,,327.66,8.74,6.93,564232448.0,228801.09,202.68,0.28,8.24
S0474,Success,5h 38m 56s,18,,8850.0,0.1636,0.21,Jul 22 18:34,Jul 23 00:13,,327.66,10.73,9.0,577392448.0,269625.31,235.97,0.81,8.24
S0461,Success,11h 0m 45s,36,,25940.0,0.3445,1.95,Jul 22 18:42,Jul 23 05:42,,327.66,14.13,9.37,594277376.0,187919.45,187.0,0.58,11.55
S0465,Success,4h 59m 51s,15,,12720.0,0.2246,0.17,Jul 22 18:34,Jul 22 23:34,,327.66,6.52,6.57,576843968.0,173725.25,61.09,0.68,8.24
S0469,Success,8h 1m 13s,27,,13654.0,0.2221,0.21,Jul 22 18:34,Jul 23 02:35,,327.66,10.31,7.9,577777728.0,222402.98,153.24,0.49,8.24
S0471,Success,7h 20m 31s,24,,12432.0,0.2009,0.46,Jul 22 18:34,Jul 23 01:54,,327.66,9.4,7.05,604710272.0,214314.28,65.87,1.11,8.24
S0466,Success,10h 54m 18s,33,,29453.0,0.3859,2.92,Jul 22 18:40,Jul 23 05:34,,327.66,14.13,9.32,603605824.0,189696.03,158.5,0.58,11.55
S0462,Success,4h 44m 29s,15,,10087.0,0.2102,1.45,Jul 22 18:35,Jul 22 23:19,,327.66,9.54,7.77,573162176.0,273260.06,165.37,0.65,8.24
S0481,Success,4h 26m 2s,15,,9891.0,0.2008,0.24,Jul 22 18:34,Jul 22 23:00,,327.66,9.53,8.25,563878272.0,217895.75,89.37,0.43,8.24
S0467,Success,5h 19m 22s,18,,12000.0,0.2058,1.34,Jul 22 18:33,Jul 22 23:53,,327.66,10.49,9.52,613916672.0,307571.5,161.85,1.01,8.24
S0476,Success,8h 36m 55s,27,,20135.0,0.2846,0.4,Jul 22 18:40,Jul 23 03:16,,327.66,13.73,8.64,594235904.0,305503.78,148.36,0.53,8.24
S0478,Success,4h 30m 59s,15,,9259.0,0.1865,0.21,Jul 22 18:35,Jul 22 23:06,,327.66,9.87,6.61,564330048.0,215074.92,97.1,0.55,8.24
S0477,Success,5h 59m 29s,18,,11895.0,0.1987,1.5,Jul 22 18:34,Jul 23 00:34,,327.66,14.3,8.63,618409472.0,319927.69,98.23,1.15,8.37
S0470,Success,9h 49m 5s,30,,17770.0,0.2658,1.13,Jul 22 18:39,Jul 23 04:28,,327.66,9.67,7.84,589767872.0,211749.08,126.23,0.53,8.24
S0472,Success,7h 0m 13s,24,,12254.0,0.2214,0.12,Jul 22 18:34,Jul 23 01:34,,327.66,7.88,6.79,570789696.0,161231.27,82.44,0.4,8.24
S0482,Success,4h 23m 39s,15,,8607.0,0.1497,2.34,Jul 22 18:33,Jul 22 22:57,,327.66,11.53,9.27,620315072.0,266154.62,114.29,1.69,9.78
S0708,Success,6h 3m 56s,21,,15914.0,0.2579,1.32,Jul 22 18:34,Jul 23 00:38,,327.66,11.08,7.03,579353280.0,285439.41,111.76,0.92,8.24
S0475,Success,8h 12m 34s,27,,20067.0,0.2937,0.18,Jul 22 18:40,Jul 23 02:52,,327.66,8.31,6.93,560730240.0,176239.45,163.06,0.36,8.24
S0479,Success,7h 26m 42s,24,,15950.0,0.237,0.54,Jul 22 18:36,Jul 23 02:03,,327.66,6.43,6.76,579583744.0,158354.91,50.59,0.49,8.24
S0486,Success,4h 21m 56s,15,,9324.0,0.1912,0.19,Jul 22 18:34,Jul 22 22:56,,327.66,7.89,6.4,565187008.0,151638.91,38.69,0.67,8.24
S0483,Success,7h 32m 22s,24,,16926.0,0.2599,0.47,Jul 22 18:37,Jul 23 02:09,,327.66,9.57,7.33,589451584.0,225748.95,123.3,0.52,8.24
S0484,Success,7h 13m 3s,24,,16879.0,0.2896,0.13,Jul 22 18:37,Jul 23 01:50,,327.66,5.75,6.09,558467328.0,139567.06,53.52,0.44,8.24
S0473,Success,9h 38m 53s,30,,16809.0,0.2501,0.61,Jul 22 18:36,Jul 23 04:15,,327.66,7.74,8.98,578329792.0,311748.22,232.02,0.32,8.24
S0712,Success,5h 39m 51s,18,,12870.0,0.2474,0.09,Jul 22 18:34,Jul 23 00:14,,327.66,5.77,5.82,570431296.0,139719.78,47.48,0.39,8.24
S0709,Success,9h 29m 13s,30,,20961.0,0.2779,2.18,Jul 22 18:41,Jul 23 04:10,,327.66,14.13,11.56,596042624.0,217836.39,88.73,0.58,11.55
S0485,Success,8h 32m 55s,27,,20645.0,0.2741,2.47,Jul 22 18:43,Jul 23 03:16,,327.66,14.13,10.12,597878144.0,201583.11,68.21,0.58,11.55
S0718,Success,5h 41m 28s,18,,11613.0,0.2277,0.5,Jul 22 18:33,Jul 23 00:14,,327.66,9.9,7.61,571721024.0,279397.66,90.53,0.47,8.24
S0705,Success,9h 13m 12s,30,,22198.0,0.2933,2.42,Jul 22 18:42,Jul 23 03:55,,327.66,14.13,11.59,596264256.0,222886.42,123.41,0.58,11.55
S0717,Success,7h 41m 46s,24,,15918.0,0.2409,0.73,Jul 22 18:35,Jul 23 02:17,,327.66,5.97,7.47,577263488.0,241768.61,81.07,0.35,8.24
S0707,Success,7h 37m 58s,24,,18384.0,0.2817,0.86,Jul 22 18:39,Jul 23 02:17,,327.66,5.87,6.47,574167488.0,151719.33,111.8,0.43,8.24
S0711,Success,9h 31m 20s,30,,21019.0,0.2783,2.29,Jul 22 18:42,Jul 23 04:13,,327.66,14.13,11.55,596468416.0,222738.06,57.56,0.58,11.55
S0716,Success,6h 23m 16s,21,,15156.0,0.2494,1.73,Jul 22 18:34,Jul 23 00:57,,327.66,14.04,9.55,590576192.0,351603.62,111.26,1.15,8.24
S0726,Success,3h 19m 24s,12,,8563.0,0.2017,0.81,Jul 22 18:33,Jul 22 21:52,,327.66,5.77,6.62,558082368.0,154440.92,116.2,0.61,8.24
S0714,Success,8h 24m 8s,27,,21669.0,0.2864,2.17,Jul 22 18:41,Jul 23 03:05,,327.66,14.13,11.59,596227072.0,218889.52,86.93,0.58,11.55
S0706,Success,7h 1m 45s,24,,17223.0,0.2837,0.12,Jul 22 18:37,Jul 23 01:39,,327.66,7.8,6.94,557797632.0,178868.42,108.78,0.41,8.24
S0480,Success,9h 19m 41s,30,,20656.0,0.2745,2.44,Jul 22 18:42,Jul 23 04:02,,327.66,14.13,10.19,596974656.0,204727.25,109.28,0.58,11.55
