Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info
ntc_2008-10-24,Failed,9h 30m 48s,0,,38413.,0.6374,0.35,Nov 10 16:19,Nov 11 01:49,Overall Volume Accounting Error in Acre Feet: 38413. Overall Volume Accounting Error as percentage: 0.6374 The maximum cell wsel error was 0.35
ntc_2009-05-20,Success,23h 7m 15s,72,,83486.,0.8334,34.71,Nov 10 16:19,Nov 11 15:26,
ntc_2009-06-23,Success,16h 24m 20s,51,,59215.,0.8524,2.10,Nov 10 16:19,Nov 11 08:43,
ntc_2009-07-11,Success,21h 2m 15s,66,,62343.,0.9528,50.82,Nov 10 16:19,Nov 11 13:22,
ntc_2009-09-02,Success,19h 55m 0s,60,,55097.,0.8034,53.52,Nov 10 16:21,Nov 11 12:16,
ntc_2009-09-21,Success,16h 5m 34s,51,,96850.,1.317,277.77,Nov 10 16:21,Nov 11 08:26,
ntc_2009-11-14,Success,15h 1m 12s,48,,75601.,1.061,0.21,Nov 10 16:33,Nov 11 07:34,
ntc_2009-11-22,Success,14h 11m 56s,45,,36417.,0.5254,2.09,Nov 10 16:19,Nov 11 06:31,
ntc_2009-11-26,Success,18h 17m 49s,57,,53384.,0.8018,2.40,Nov 10 16:27,Nov 11 10:45,
ntc_2009-12-09,Success,19h 52m 26s,60,,51829.,0.7011,3.20,Nov 10 16:32,Nov 11 12:24,
ntc_2009-12-18,Failed,3h 58m 30s,0,,10693.,0.2898,1.06,Nov 10 16:19,Nov 10 20:17,Overall Volume Accounting Error in Acre Feet: 10693. Overall Volume Accounting Error as percentage: 0.2898 The maximum cell wsel error was 1.06
ntc_2009-12-25,Success,18h 8m 46s,57,,111490.,1.759,255.01,Nov 10 16:19,Nov 11 10:27,
ntc_2010-01-24,Success,20h 37m 54s,63,,97941.,1.584,3.19,Nov 10 16:19,Nov 11 12:57,
ntc_2010-01-31,Success,17h 46m 0s,54,,78755.,1.183,1.39,Nov 10 16:33,Nov 11 10:19,
ntc_2010-02-02,Success,18h 23m 49s,57,,79394.,1.181,4.33,Nov 10 16:30,Nov 11 10:54,
ntc_2010-02-05,Success,16h 55m 44s,51,,99144.,1.463,2.81,Nov 10 16:21,Nov 11 09:16,
ntc_2010-02-10,Success,17h 57m 1s,54,,109336.,1.635,117.03,Nov 10 16:33,Nov 11 10:30,
ntc_2010-02-13,Success,24h 9m 39s,75,,102753.,1.637,2.61,Nov 10 16:19,Nov 11 16:29,
ntc_2010-11-03,Success,16h 36m 54s,51,,70547.,1.071,12.25,Nov 10 16:19,Nov 11 08:55,
ntc_2011-03-02,Success,16h 14m 20s,51,,95233.,1.526,0.72,Nov 10 16:30,Nov 11 08:44,
ntc_2011-03-04,Success,14h 21m 15s,45,,100393.,1.652,0.72,Nov 10 16:21,Nov 11 06:42,
ntc_2011-06-16,Success,17h 8m 2s,54,,48038.,0.7223,2.70,Nov 10 16:20,Nov 11 09:28,
ntc_2011-08-27,Success,19h 46m 7s,60,,102807.,1.557,0.97,Nov 10 16:18,Nov 11 12:05,
ntc_2011-10-10,Failed,7h 54m 56s,0,,85726.,1.788,1.50,Nov 10 16:19,Nov 11 00:13,Overall Volume Accounting Error in Acre Feet: 85726. Overall Volume Accounting Error as percentage: 1.788 The maximum cell wsel error was 1.50
ntc_2011-11-06,Success,16h 4m 10s,51,,117978.,1.672,0.88,Nov 10 16:18,Nov 11 08:23,
ntc_2011-12-12,Success,15h 53m 56s,48,,72960.,1.159,12.73,Nov 10 16:19,Nov 11 08:13,
ntc_2012-04-07,Success,17h 3m 27s,54,,74413.,1.148,1.13,Nov 10 16:19,Nov 11 09:22,
ntc_2012-06-07,Success,26h 17m 6s,81,,82112.,1.059,425.18,Nov 10 16:19,Nov 11 18:36,
ntc_2012-06-16,Failed,17h 2m 28s,0,,243966.,4.239,22.97,Nov 10 16:19,Nov 11 09:21,Overall Volume Accounting Error in Acre Feet: 243966. Overall Volume Accounting Error as percentage: 4.239 The maximum cell wsel error was 22.97
ntc_2012-10-28,Success,14h 26m 44s,45,,237051.,3.445,1.19,Nov 10 16:19,Nov 11 06:45,
ntc_2012-11-15,Success,14h 41m 42s,45,,57599.,0.8001,0.16,Nov 10 16:19,Nov 11 07:00,
ntc_2012-11-18,Success,14h 54m 0s,45,,69230.,0.9280,0.19,Nov 10 16:19,Nov 11 07:13,
ntc_2012-11-22,Success,13h 55m 10s,42,,62356.,0.8396,0.85,Nov 10 16:20,Nov 11 06:15,
ntc_2012-12-07,Success,14h 40m 49s,45,,48541.,0.7488,4.46,Nov 10 16:21,Nov 11 07:01,
ntc_2012-12-13,Success,15h 56m 29s,48,,49974.,0.7090,1.29,Nov 10 16:20,Nov 11 08:16,
ntc_2013-01-19,Success,13h 35m 0s,42,,50369.,0.7811,0.83,Nov 10 16:20,Nov 11 05:55,
ntc_2013-02-26,Success,18h 56m 1s,57,,71192.,1.174,3.17,Nov 10 16:18,Nov 11 11:15,
ntc_2013-03-11,Success,15h 25m 16s,48,,62225.,0.9347,0.75,Nov 10 16:20,Nov 11 07:45,
ntc_2013-04-22,Success,22h 2m 26s,69,,90643.,1.412,28.45,Nov 10 16:19,Nov 11 14:21,
ntc_2013-05-05,Failed,13h 11m 33s,0,,126260.,2.079,3.18,Nov 10 16:19,Nov 11 05:30,Overall Volume Accounting Error in Acre Feet: 126260. Overall Volume Accounting Error as percentage: 2.079 The maximum cell wsel error was 3.18
ntc_2013-09-28,Success,17h 1m 45s,54,,59212.,0.8283,86.67,Nov 10 16:20,Nov 11 09:22,
ntc_2013-10-09,Success,15h 41m 53s,48,,48620.,0.6831,35.32,Nov 10 16:19,Nov 11 08:00,
ntc_2013-10-15,Success,18h 45m 59s,57,,52947.,0.7061,1.25,Nov 10 16:19,Nov 11 11:05,
ntc_2013-11-05,Success,17h 14m 49s,54,,114599.,1.676,3.20,Nov 10 16:21,Nov 11 09:35,
ntc_2013-11-13,Success,14h 56m 0s,45,,115221.,1.615,0.80,Nov 10 16:20,Nov 11 07:16,
ntc_2013-11-25,Success,18h 22m 2s,57,,117576.,1.776,2.58,Nov 10 16:19,Nov 11 10:41,
ntc_2013-12-28,Success,14h 57m 17s,45,,66254.,1.091,2.88,Nov 10 16:33,Nov 11 07:30,
ntc_2014-02-08,Success,17h 21m 47s,54,,45966.,0.6617,9.34,Nov 10 16:20,Nov 11 09:41,
ntc_2014-02-13,Success,17h 15m 57s,54,,78669.,1.226,1.82,Nov 10 16:19,Nov 11 09:35,
ntc_2014-03-01,Success,24h 26m 42s,75,,48774.,0.7079,1.91,Nov 10 16:21,Nov 11 16:48,
ntc_2014-03-06,Success,16h 45m 26s,51,,60404.,0.8650,2.63,Nov 10 16:19,Nov 11 09:04,
ntc_2014-03-18,Success,17h 35m 55s,54,,81538.,1.243,20.00,Nov 10 16:19,Nov 11 09:55,
ntc_2014-03-25,Success,18h 9m 49s,57,,85685.,1.245,1.91,Nov 10 16:28,Nov 11 10:37,
ntc_2014-04-17,Failed,11h 51m 30s,0,,79967.,1.416,1.69,Nov 10 16:21,Nov 11 04:12,Overall Volume Accounting Error in Acre Feet: 79967. Overall Volume Accounting Error as percentage: 1.416 The maximum cell wsel error was 1.69
ntc_2014-04-20,Success,23h 57m 9s,72,,112930.,1.635,476.38,Nov 10 16:19,Nov 11 16:16,
ntc_2014-06-01,Success,18h 19m 37s,57,,69861.,1.055,2.10,Nov 10 16:19,Nov 11 10:38,
ntc_2014-08-25,Success,19h 2m 12s,60,,76135.,1.130,1.15,Nov 10 16:19,Nov 11 11:21,
ntc_2014-09-21,Success,20h 56m 10s,63,,40697.,0.5537,5.17,Nov 10 16:20,Nov 11 13:16,
ntc_2014-09-24,Success,19h 38m 31s,60,,62446.,0.8416,533.27,Nov 10 16:19,Nov 11 11:57,
ntc_2014-12-08,Success,15h 36m 47s,48,,73144.,1.051,0.06,Nov 10 16:19,Nov 11 07:56,
ntc_2014-12-31,Success,24h 55m 43s,75,,47249.,0.6816,1.05,Nov 10 16:27,Nov 11 17:23,
ntc_2015-01-14,Success,16h 39m 2s,51,,47463.,0.8507,1.23,Nov 10 16:19,Nov 11 08:58,
ntc_2015-01-31,Success,18h 54m 16s,57,,114089.,1.719,0.86,Nov 10 16:27,Nov 11 11:21,
ntc_2015-02-06,Success,16h 38m 52s,51,,56379.,0.8681,1.46,Nov 10 16:20,Nov 11 08:59,
ntc_2015-02-11,Success,21h 54m 43s,66,,73187.,1.116,1.09,Nov 10 16:19,Nov 11 14:13,
ntc_2015-03-01,Success,16h 19m 2s,51,,74093.,1.140,51.51,Nov 10 16:32,Nov 11 08:51,
ntc_2015-03-24,Success,17h 48m 57s,54,,68794.,0.9874,1.74,Nov 10 16:19,Nov 11 10:08,
ntc_2015-07-26,Failed,11h 20m 28s,0,,598830.,12.66,6.43,Nov 10 16:18,Nov 11 03:39,Overall Volume Accounting Error in Acre Feet: 598830. Overall Volume Accounting Error as percentage: 12.66 The maximum cell wsel error was 6.43
